"length"	"gene_num"	"phyla"	"in_num"	"out_num"	"quality"	"mro"	"mip"
"TungJ_2015_M11__bin.18"	2645015	2129	"p__Bacteroidota"	123	31	88.8	0.522441666618208	4.95621662852784
"TungJ_2015_M11__bin.20"	2592568	2267	"p__Bacteroidota"	80	23	98.19	0.491485784465431	1.5951182303585
"TungJ_2015_M11__bin.28"	992918	885	"p__Bacillota_A"	53	16	94.05	0.422006118834324	1.16720061022121
"TungJ_2015_M11__bin.3"	2071308	1702	"p__Actinomycetota"	124	25	99.08	0.548361148717298	1.84500381388253
"TungJ_2015_M11__bin.42"	2107419	2015	"p__Spirochaetota"	135	16	83.5	0.594829481832451	2.01311975591152
"TungJ_2015_M12__bin.10"	1709863	1478	"p__Bacillota_A"	87	19	96.21	0.566389816072722	2.23386727688787
"TungJ_2015_M12__bin.11"	1382429	1455	"p__Bacillota"	75	15	85.9	0.513733793424132	2.18810068649886
"TungJ_2015_M12__bin.6"	1716563	1969	"p__Bacillota_A"	102	16	66.21	0.532801024509405	1.56323417238749
"TungJ_2015_M14__bin.1"	2517088	1994	"p__Bacteroidota"	102	19	96.84	0.466354921588733	1.30190694126621
"TungJ_2015_M14__bin.22"	2024849	1977	"p__Bacteroidota"	97	23	67.66	0.513072370067375	2.23951182303585
"TungJ_2015_M14__bin.23"	1958763	2007	"p__Cyanobacteriota"	108	22	94.4	0.468439916577081	1.56948893974066
"TungJ_2015_M14__bin.29"	1956439	1961	"p__Bacteroidota"	85	22	64.6	0.442142591778452	2.66437833714722
"TungJ_2015_M15__bin.11"	1345278	1183	"p__Bacillota"	92	14	95.82	0.565886314375365	2.63752860411899
"TungJ_2015_M16__bin.102"	1494995	1604	"p__Bacillota_A"	92	11	54.44	0.566048012787116	0.716247139588101
"TungJ_2015_M16__bin.117"	2686051	2519	"p__Bacillota_A"	123	19	97.09	0.582675270103486	2.0558352402746
"TungJ_2015_M16__bin.119"	1227588	1173	"p__Bacillota"	118	18	97.34	0.568587392870785	2.26605644546148
"TungJ_2015_M16__bin.1"	2556827	2299	"p__Bacillota_A"	124	19	99.09	0.579232835657932	1.36887871853547
"TungJ_2015_M16__bin.20"	2914761	2708	"p__Bacillota_A"	132	14	99.9	0.594293858877322	0.869412662090008
"TungJ_2015_M16__bin.26"	928776	835	"p__Bacillota_A"	55	16	89.94	0.403678117255646	1.6418001525553
"TungJ_2015_M16__bin.28"	1503543	1241	"p__Bacillota_A"	74	19	85	0.510561679882402	1.77452326468345
"TungJ_2015_M16__bin.2"	1882832	1771	"p__Bacillota_A"	116	17	92.76	0.614357217376735	1.43463005339436
"TungJ_2015_M16__bin.31"	2067325	2039	"p__Cyanobacteriota"	121	23	97.6	0.5385008053219	2.66376811594203
"TungJ_2015_M16__bin.39"	2058965	1937	"p__Spirochaetota"	168	27	94.45	0.562163013352047	3.5257055682685
"TungJ_2015_M16__bin.47"	2585208	2602	"p__Bacillota_A"	155	29	80.53	0.596844103743557	1.70785659801678
"TungJ_2015_M16__bin.51"	3168947	2660	"p__Verrucomicrobiota"	155	29	83.53	0.53542175829567	1.86270022883295
"TungJ_2015_M16__bin.55"	2336501	2099	"p__Verrucomicrobiota"	135	21	93.79	0.538939184668704	1.70831426392067
"TungJ_2015_M16__bin.68"	1746642	2004	"p__Bacillota_A"	122	11	51.7	0.539025589140198	1.41205186880244
"TungJ_2015_M16__bin.69"	1956257	1637	"p__Bacteroidota"	88	16	75.35	0.468010532411722	2.07551487414188
"TungJ_2015_M16__bin.76"	1848974	1593	"p__Bacillota_A"	119	20	95.12	0.61779358640046	1.94782608695652
"TungJ_2015_M16__bin.79"	937375	972	"p__Spirochaetota"	98	19	58.95	0.535359688730737	1.48283752860412
"TungJ_2015_M16__bin.85"	1776699	1953	"p__Campylobacterota"	88	22	55.02	0.385646513687894	1.41693363844394
"TungJ_2015_M17__bin.14"	872198	940	"p__Bacillota_A"	50	13	84.52	0.402222660606426	0.875972540045767
"TungJ_2015_M17__bin.33"	1541920	1557	"p__Bacillota_A"	125	18	63.62	0.614898830171991	2.158352402746
"X007_bin.32.filtered"	2526502	2028	"p__Bacteroidota"	106	29	99.33	0.512256042013738	1.26254767353166
"X007_bin.5.filtered"	2086338	1691	"p__Bacteroidota"	108	25	96.56	0.507811666934502	2.59694889397407
"X007_bin.62.filtered"	1791307	1845	"p__Bacillota_A"	74	15	72.58	0.519481844353407	0.377269260106789
"X008_bin.39.filtered"	1837687	1507	"p__Bacteroidota"	93	25	69.63	0.460685575488231	3.01174675819985
"X011_bin.118.filtered"	1689898	1693	"p__Bacillota_A"	121	24	88.25	0.575938234171867	2.57726926010679
"X011_bin.153.filtered"	2325434	2301	"p__Bacillota_A"	158	26	95.64	0.598321852901768	1.72692601067887
"X011_bin.60.filtered"	1509693	1386	"p__Actinomycetota"	123	14	77.29	0.581523244340084	1.03768115942029
"X014_bin.119.filtered"	2985064	2721	"p__Bacillota_A"	149	22	95.6	0.544062478369014	2.94736842105263
"X014_bin.167.filtered"	3367583	2934	"p__Bacillota_A"	99	20	98.21	0.559823581363259	1.01998474446987
"X014_bin.41.filtered"	2124020	1887	"p__Bacillota_A"	147	24	95.08	0.598738623564509	2.00320366132723
"X015_bin.100.filtered"	2085562	1950	"p__Bacillota_A"	112	20	98.9	0.552408912927465	1.47627765064836
"X015_bin.51.filtered"	1744374	1707	"p__Bacillota_A"	122	27	88.73	0.591350713484975	2.44073226544622
"X018_bin.101.filtered"	697446	697	"p__Bacillota"	60	14	63.66	0.470070889992977	2.14141876430206
"X018_bin.77.filtered"	2259320	2218	"p__Bacillota_A"	143	20	97.7	0.590641566789252	1.57833714721587
"X024_bin.51.filtered"	1594151	1407	"p__Actinomycetota"	108	18	72.29	0.548563995177005	2.48421052631579
"X027_bin.118.filtered"	1693563	1812	"p__Bacillota_A"	99	22	73.15	0.486684640777418	2.27536231884058
"X027_bin.33.filtered"	2053898	2072	"p__Bacillota_A"	114	17	73.42	0.57835534817974	2.64988558352403
"X027_bin.3.filtered"	2845922	2628	"p__Bacillota_A"	129	15	98.95	0.588501990415662	1.43691838291381
"X027_bin.78.filtered"	2304564	2217	"p__Bacillota_A"	160	28	77.67	0.58110883958472	2.9302822273074
"X028_bin.100.filtered"	2202230	2070	"p__Bacillota_A"	143	24	94.01	0.55866020563577	2.00198321891686
"X028_bin.92.filtered"	2675971	2578	"p__Bacillota_A"	126	21	84.44	0.589375948662223	1.01647597254005
"X031_bin.126.filtered"	3023928	2710	"p__Bacillota_A"	112	29	96.65	0.571552830017664	2.19008390541571
"X034_bin.43.filtered"	1588582	1624	"p__Bacillota"	111	15	79.72	0.552686672900134	2.12799389778795
"X034_bin.81.filtered"	1523197	1311	"p__Bacillota"	113	20	91.72	0.593554374966732	1.3394355453852
"X034_bin.86.filtered"	1653668	1649	"p__Bacillota_A"	117	18	86.99	0.574268261157088	1.27261632341724
"X038_bin.125.filtered"	2278932	2308	"p__Bacillota_A"	113	21	92.16	0.568620384751954	1.22517162471396
"X038_bin.51.filtered"	2655701	2422	"p__Bacillota_A"	118	18	100	0.568129331678601	1.7440122044241
"X039_bin.123.filtered"	1526180	1433	"p__Actinomycetota"	108	14	52.32	0.576014397098033	1.97330282227307
"X039_bin.134.filtered"	1941453	1664	"p__Bacillota_A"	112	24	94.07	0.548069889227876	1.19786422578185
"X039_bin.144.filtered"	1172536	1049	"p__Actinomycetota"	86	17	57.43	0.541394117919791	2.28909229595728
"X039_bin.165.filtered"	2209488	1910	"p__Bacillota_A"	145	21	97.27	0.598894149430347	1.19694889397407
"X039_bin.3.filtered"	1887344	1783	"p__Bacillota_A"	120	23	73.9	0.527364055447705	2.06117467581998
"X039_bin.46.filtered"	1809512	1772	"p__Campylobacterota"	95	27	95.97	0.469811770902305	2.40732265446224
"X039_bin.47.filtered"	2105035	2005	"p__Bacillota_A"	115	26	96.2	0.586128941770162	2.80717009916095
"X044-2_bin.39.filtered"	1843688	1756	"p__Bacillota_A"	85	16	77.88	0.575495822957506	1.03646071700992
"X047_bin.143.filtered"	2515696	2269	"p__Bacillota_A"	150	27	99.88	0.594670064498203	1.42212051868802
"X047_bin.147.filtered"	1818271	1871	"p__Bacillota_A"	87	13	72.44	0.55853204804441	0.860564454614798
"X049_bin.65.filtered"	2972056	2906	"p__Bacillota_A"	139	24	73.21	0.570034688441841	2.3163996948894
"X051-2_bin.28.filtered"	2318676	2126	"p__Bacillota_A"	98	15	96.96	0.528979488275898	1.28405797101449
"X051-2_bin.5.filtered"	1456368	1215	"p__Actinomycetota"	98	23	94.77	0.548001267261932	2.07414187643021
"X052_bin.120.filtered"	1498055	1415	"p__Bacillota"	82	13	92.56	0.547820359185849	2.38489702517162
"X052_bin.74.filtered"	2317045	2149	"p__Bacillota_A"	145	27	99.17	0.582244001275525	2.11868802440885
"X055_bin.104.filtered"	2941902	2665	"p__Bacillota_A"	123	24	92.42	0.544024293070235	2.34096109839817
"X055_bin.11.filtered"	2536882	2361	"p__Bacillota_A"	104	30	94.78	0.527215341352295	1.69229595728452
"X055_bin.132.filtered"	1869993	1636	"p__Bacillota_A"	102	18	78.09	0.508452700361517	1.09229595728452
"X055_bin.22.filtered"	2155840	1903	"p__Bacillota_A"	126	14	91.87	0.577367934462919	0.951792524790236
"X055_bin.44.filtered"	2252933	1962	"p__Bacillota_A"	121	14	97.34	0.607018644916301	1.05537757437071
"X055_bin.83.filtered"	2977935	2736	"p__Bacillota_A"	138	22	83.82	0.60275403935284	2.03951182303585
"X057_bin.124.filtered"	2463225	2313	"p__Spirochaetota"	142	30	96.24	0.5205797093589	2.55011441647597
"X057_bin.144.filtered"	2563105	2367	"p__Bacillota_A"	113	18	86.17	0.570694770817505	2.01952707856598
"X057_bin.162.filtered"	2643609	2561	"p__Bacillota_A"	117	24	93.44	0.547851119069752	2.28710907704043
"X057_bin.35.filtered"	2861659	2632	"p__Bacillota_A"	136	22	99.98	0.61140003305252	1.65903890160183
"X057_bin.41.filtered"	2390263	2248	"p__Bacillota_A"	139	19	92.41	0.612330646047722	1.36674294431732
"X057_bin.45.filtered"	2676582	2519	"p__Bacillota_A"	121	24	97.12	0.569774278196369	1.80671243325706
"X057_bin.89.filtered"	2595090	2210	"p__Bacillota_A"	113	15	97.2	0.586390863900274	1.25019069412662
"X069_bin.114.filtered"	1135550	1327	"p__Bacillota"	49	11	66.97	0.40790021863024	1.26209000762777
"X069_bin.75.filtered"	2087528	2265	"p__Bacillota_A"	107	15	60.27	0.557281890339321	1.71029748283753
"X069_bin.80.filtered"	2077752	1935	"p__Bacillota_A"	144	25	97.58	0.57943058411483	1.49458428680397
"XiaWC_2022_W-10__bin.10"	5736492	4839	"p__Bacteroidota"	154	37	94.23	0.439479925210322	2.99923722349352
"XiaWC_2022_W-10__bin.13"	2245031	2189	"p__Bacteroidota"	108	22	87.2	0.399661588536165	1.66300533943555
"XiaWC_2022_W-10__bin.14"	2498849	2629	"p__Actinomycetota"	196	26	85.33	0.485216459172376	2.17940503432494
"XiaWC_2022_W-10__bin.15"	4418959	4037	"p__Bacteroidota"	144	41	81.76	0.469251978185376	4.75942028985507
"XiaWC_2022_W-10__bin.16"	3654732	3336	"p__Pseudomonadota"	176	30	98.35	0.464716000455729	2.64347826086957
"XiaWC_2022_W-10__bin.18"	4679041	4339	"p__Bacteroidota"	215	31	70.24	0.448752970049723	3.7209763539283
"XiaWC_2022_W-10__bin.19"	2820744	2810	"p__Pseudomonadota"	180	35	85.63	0.448546092848244	2.64027459954233
"XiaWC_2022_W-10__bin.1"	2429874	2450	"p__Pseudomonadota"	173	30	80.03	0.489493152134989	2.15606407322654
"XiaWC_2022_W-10__bin.20"	2699524	2825	"p__Pseudomonadota"	164	28	65.95	0.449123915499335	2.04424103737605
"XiaWC_2022_W-10__bin.21"	2619517	2241	"p__Bacteroidota"	111	25	99.46	0.438747762042551	2.11228070175439
"XiaWC_2022_W-10__bin.22"	4753296	4192	"p__Bacteroidota"	131	31	61.97	0.463857014939608	3.09107551487414
"XiaWC_2022_W-10__bin.23"	2856895	2644	"p__Bacteroidota"	126	24	65.01	0.436565131235502	2.13211289092296
"XiaWC_2022_W-10__bin.24"	3404842	3310	"p__Pseudomonadota"	213	44	50.28	0.447089493546225	3.00762776506484
"XiaWC_2022_W-10__bin.27"	4248366	4196	"p__Pseudomonadota"	201	35	90.68	0.464406854061393	2.10205949656751
"XiaWC_2022_W-10__bin.28"	3249707	3024	"p__Bacillota_A"	143	23	65.71	0.565181230632509	2.32173913043478
"XiaWC_2022_W-10__bin.31"	5693247	5274	"p__Pseudomonadota"	237	53	79.05	0.4128250633786	3.20289855072464
"XiaWC_2022_W-10__bin.35"	1686290	1835	"p__Pseudomonadota"	117	27	61.04	0.476336030301669	2.76231884057971
"XiaWC_2022_W-10__bin.39"	2616807	2314	"p__Bacteroidota"	99	24	68.15	0.434719202378709	2.71121281464531
"XiaWC_2022_W-10__bin.40"	3426881	3422	"p__Pseudomonadota"	164	30	96.31	0.446914024380542	2.94630053394355
"XiaWC_2022_W-10__bin.41"	2046121	2200	"p__Actinomycetota"	124	19	59.54	0.41141280744948	1.75881006864989
"XiaWC_2022_W-10__bin.42"	2849997	2858	"p__Pseudomonadota"	174	38	83.87	0.41807708362019	2.55728451563692
"XiaWC_2022_W-10__bin.43"	3381245	2941	"p__Bacteroidota"	125	28	72.87	0.418273593155874	3.57498093058734
"XiaWC_2022_W-10__bin.44"	3437661	2886	"p__Bacteroidota"	113	19	99.7	0.530917924229167	1.68573607932876
"XiaWC_2022_W-10__bin.48"	5905815	5218	"p__Pseudomonadota"	194	43	90.53	0.436555034207743	4.20533943554539
"XiaWC_2022_W-10__bin.4"	2692208	2389	"p__Bacteroidota"	122	26	74.16	0.433397861071619	2.69336384439359
"XiaWC_2022_W-10__bin.5"	2730760	2798	"p__Pseudomonadota"	167	26	86.65	0.490004464990956	2.74950419527079
"XiaWC_2022_W-10__bin.8"	1624144	1740	"p__Bacillota_A"	123	18	80.15	0.56784411448313	1.85263157894737
"XiaWC_2022_W-10__bin.9"	1615668	1799	"p__Pseudomonadota"	117	28	75.83	0.415959791013663	2.07719298245614
"XiaWC_2022_W-12__bin.13"	3383044	3402	"p__Pseudomonadota"	186	44	66.7	0.444223476641432	4.45263157894737
"XiaWC_2022_W-12__bin.15"	2155348	2123	"p__Bacillota_A"	112	26	93.48	0.52722262941029	2.39496567505721
"XiaWC_2022_W-12__bin.20"	5521476	5223	"p__Pseudomonadota"	225	41	98.42	0.439369648834428	2.89534706331045
"XiaWC_2022_W-12__bin.21"	4836412	4258	"p__Bacteroidota"	181	36	94.21	0.452213487284625	4.35209763539283
"XiaWC_2022_W-12__bin.2"	1992003	2041	"p__Bacteroidota"	107	29	52.03	0.483614129828587	2.50922959572845
"XiaWC_2022_W-12__bin.4"	2351119	2335	"p__Bacteroidota"	125	20	67.76	0.47418713915372	1.72906178489703
"XiaWC_2022_W-12__bin.9"	1502422	1472	"p__Actinomycetota"	97	14	75.44	0.504916046807936	2.01601830663616
"XiaWC_2022_W-24__bin.10"	4589059	4890	"p__Pseudomonadota"	197	34	66.92	0.457639168350003	2.55133485888635
"XiaWC_2022_W-24__bin.11"	3246046	3031	"p__Bacteroidota"	127	24	59.83	0.454243276643928	3.47841342486651
"XiaWC_2022_W-24__bin.12"	4428762	4242	"p__Actinomycetota"	193	36	99.2	0.453660542004042	2.84271548436308
"XiaWC_2022_W-24__bin.13"	3911164	3582	"p__Actinomycetota"	215	34	96.08	0.512645943217795	2.90816170861937
"XiaWC_2022_W-24__bin.15"	5588827	4842	"p__Actinomycetota"	170	40	98.97	0.472893437205973	3.22654462242563
"XiaWC_2022_W-24__bin.16"	3889948	3631	"p__Bacteroidota"	131	24	69.64	0.417533745811466	3.39130434782609
"XiaWC_2022_W-24__bin.17"	3231788	3223	"p__Pseudomonadota"	191	33	87.97	0.457394495955657	2.48131197559115
"XiaWC_2022_W-24__bin.19"	3560442	3231	"p__Bacteroidota"	133	21	85.9	0.464770977684322	1.96231884057971
"XiaWC_2022_W-24__bin.1"	3621151	3552	"p__Actinomycetota"	169	30	71.52	0.437312997858249	2.30816170861937
"XiaWC_2022_W-24__bin.20"	2697148	2874	"p__Pseudomonadota"	162	35	55.1	0.459800988798653	3.25842868039664
"XiaWC_2022_W-24__bin.21"	8063420	6791	"p__Bacteroidota"	197	31	97.55	0.454755454579246	3.21281464530892
"XiaWC_2022_W-24__bin.22"	1276765	1444	"p__Pseudomonadota"	83	21	62.56	0.391674581495816	1.82929061784897
"XiaWC_2022_W-24__bin.23"	1269238	1415	"p__Patescibacteria"	62	14	76.91	0.436896203477014	1.03203661327231
"XiaWC_2022_W-24__bin.24"	3212445	3334	"p__Pseudomonadota"	182	33	51.72	0.444668542679194	3.40518688024409
"XiaWC_2022_W-24__bin.27"	1844064	1928	"p__Pseudomonadota"	104	27	57.78	0.490419365047719	1.97559115179252
"XiaWC_2022_W-24__bin.3"	6996565	6781	"p__Pseudomonadota"	209	38	75.07	0.427374363307076	4.06163234172388
"XiaWC_2022_W-24__bin.4"	4245221	3835	"p__Pseudomonadota"	189	39	91.83	0.456229516505862	3.17284515636918
"XiaWC_2022_W-24__bin.5"	3384359	3350	"p__Actinomycetota"	190	33	82.16	0.465255000479452	2.79481311975591
"XiaWC_2022_W-24__bin.6"	3389635	3418	"p__Pseudomonadota"	168	32	71.11	0.449932295113584	2.99221967963387
"XiaWC_2022_W-24__bin.7"	4812842	4193	"p__Verrucomicrobiota"	164	33	92.34	0.493128159134834	2.7536231884058
"XiaWC_2022_W-24__bin.8"	4806776	4020	"p__Bacteroidota"	154	37	90.5	0.450038153327974	3.46254767353166
"XiaWC_2022_W-24__bin.9"	3507204	3212	"p__Actinomycetota"	214	39	94.77	0.508728024085617	2.85614035087719
"XiaWC_2022_W-25__bin.12"	3221692	3325	"p__Bacteroidota"	131	19	72.3	0.484624103762112	1.28680396643783
"XiaWC_2022_W-25__bin.1"	4395045	4084	"p__Pseudomonadota"	233	59	76.87	0.419337148177234	3.50877192982456
"XiaWC_2022_W-25__bin.21"	2256012	2359	"p__Pseudomonadota"	190	35	86.17	0.459230908206353	3.08771929824561
"XiaWC_2022_W-25__bin.22"	4513475	4176	"p__Pseudomonadota"	279	48	98.95	0.376190241907815	2.4558352402746
"XiaWC_2022_W-25__bin.24"	697205	804	"p__Patescibacteria"	49	13	65.18	0.414366242714689	1.53211289092296
"XiaWC_2022_W-25__bin.2"	2105674	2067	"p__Bacillota_A"	116	19	85.59	0.540686669674342	1.9488939740656
"XiaWC_2022_W-25__bin.33"	2704901	2608	"p__Bacteroidota"	107	20	79.58	0.466978049516438	1.65324180015256
"XiaWC_2022_W-25__bin.34"	1766500	1790	"p__Bacillota_A"	106	16	86.44	0.565762304467157	1.72784134248665
"XiaWC_2022_W-25__bin.35"	5620586	5427	"p__Pseudomonadota"	226	49	63.08	0.405348829368862	3.93348588863463
"XiaWC_2022_W-25__bin.38"	2550858	2524	"p__Bacteroidota"	120	26	65.96	0.474637191910947	2.3163996948894
"XiaWC_2022_W-25__bin.3"	5309126	4505	"p__Bacteroidota"	212	47	83.04	0.352760040600127	3.74477498093059
"XiaWC_2022_W-25__bin.40"	4059842	3743	"p__Bacteroidota"	132	30	90.46	0.459274100640301	3.11823035850496
"XiaWC_2022_W-25__bin.41"	2786710	3046	"p__Pseudomonadota"	179	36	72.82	0.443712678996277	3.12341723874905
"XiaWC_2022_W-25__bin.42"	5993129	5645	"p__Pseudomonadota"	205	44	66.74	0.429245954893087	2.62044241037376
"XiaWC_2022_W-25__bin.45"	1933953	2222	"p__Bacillota"	123	18	97.61	0.541556453331646	1.27627765064836
"XiaWC_2022_W-25__bin.50"	1698041	1845	"p__Pseudomonadota"	147	32	53.18	0.398861989554031	2.81937452326468
"XiaWC_2022_W-25__bin.7"	5600147	5734	"p__Pseudomonadota"	206	35	69.54	0.434803201763103	2.85629290617849
"XiaWC_2022_W-29__bin.13"	1919561	2070	"p__Bacillota_A"	74	11	67.29	0.503515358595074	0.397254004576659
"XiaWC_2022_W-29__bin.14"	3118807	3052	"p__Pseudomonadota"	150	25	98.95	0.430853520520312	2.36155606407323
"XiaWC_2022_W-29__bin.15"	2342137	2074	"p__Bacillota_A"	110	16	85.96	0.598834329789203	0.658886346300534
"XiaWC_2022_W-29__bin.16"	1117140	1179	"p__Bacillota_A"	79	26	96.45	0.521020493797644	1.27353165522502
"XiaWC_2022_W-29__bin.19"	2779978	2501	"p__Bacteroidota"	110	28	99.67	0.390439741271695	2.77284515636918
"XiaWC_2022_W-29__bin.1"	2067103	1875	"p__Spirochaetota"	127	21	85.13	0.557901236496742	1.29672006102212
"XiaWC_2022_W-29__bin.20"	1842871	1766	"p__Bacillota_A"	142	22	81.49	0.573772642081055	1.9302822273074
"XiaWC_2022_W-29__bin.22"	1864462	1874	"p__Bacillota_A"	127	15	73.53	0.591170448460551	1.50053394355454
"XiaWC_2022_W-29__bin.23"	3148529	3172	"p__Bacillota"	203	38	70.19	0.491375094685066	3.01937452326468
"XiaWC_2022_W-29__bin.26"	1302302	1488	"p__Bacillota"	107	23	56.18	0.512368740459203	2.22700228832952
"XiaWC_2022_W-29__bin.27"	4303618	4306	"p__Bacillota"	236	51	78.75	0.433963306158822	3.5580472921434
"XiaWC_2022_W-29__bin.28"	2103389	1904	"p__Bacillota_A"	135	24	72.17	0.55716779878368	1.98764302059497
"XiaWC_2022_W-29__bin.2"	1786002	1694	"p__Bacillota_A"	99	18	93.07	0.572158039633642	1.38367658276125
"XiaWC_2022_W-29__bin.32"	3731367	3602	"p__Pseudomonadota"	195	37	73.42	0.453142105766976	2.72982456140351
"XiaWC_2022_W-29__bin.34"	3053383	2627	"p__Bacteroidota"	148	31	92.03	0.472363676121057	3.59420289855072
"XiaWC_2022_W-29__bin.35"	2209001	2081	"p__Bacillota_A"	152	26	99.2	0.593255023920781	1.57299771167048
"XiaWC_2022_W-29__bin.3"	3101986	2988	"p__Bacteroidota"	120	24	50.6	0.470389664646893	2.56414950419527
"XiaWC_2022_W-29__bin.40"	1749474	1724	"p__Bacillota"	173	24	95.87	0.53447856551991	1.99740655987796
"XiaWC_2022_W-29__bin.44"	3336782	2368	"p__Planctomycetota"	134	29	90.09	0.548065470407724	3.06376811594203
"XiaWC_2022_W-29__bin.45"	4124075	3913	"p__Pseudomonadota"	198	29	95.52	0.454747311744924	2.68314263920671
"XiaWC_2022_W-29__bin.47"	1887899	1788	"p__Bacillota_A"	114	18	84.74	0.590702884034594	1.65171624713959
"XiaWC_2022_W-29__bin.48"	3044485	2809	"p__Bacteroidota"	139	25	96.58	0.452302551656917	2.40732265446224
"XiaWC_2022_W-29__bin.4"	2285217	2289	"p__Pseudomonadota"	127	31	55.4	0.429595477301692	2.76903127383677
"XiaWC_2022_W-29__bin.52"	4477962	4178	"p__Pseudomonadota"	270	47	88.27	0.365133564984425	3.47612509534706
"XiaWC_2022_W-29__bin.53"	4316673	3674	"p__Bacteroidota"	167	33	91.53	0.432157349012264	3.81083142639207
"XiaWC_2022_W-29__bin.57"	2376708	2660	"p__Pseudomonadota"	109	20	54.78	0.447098649133911	2.63539282990084
"XiaWC_2022_W-29__bin.6"	1186978	1369	"p__Bacillota_A"	66	14	80.38	0.504046344526721	0.639359267734554
"XiaWC_2022_W-29__bin.7"	4119298	4087	"p__Pseudomonadota"	250	52	89.81	0.363586859007733	2.24057971014493
"XiaWC_2022_W-30__bin.11"	2761380	3037	"p__Pseudomonadota"	134	26	74.76	0.443305357638071	3.23142639206712
"XiaWC_2022_W-30__bin.19"	1350366	1524	"p__Bacillota"	102	13	60.94	0.567964659177515	0.475667429443173
"XiaWC_2022_W-30__bin.21"	2119109	1959	"p__Bacillota_A"	129	15	95.94	0.597038430932406	1.66880244088482
"XiaWC_2022_W-30__bin.22"	1499705	1417	"p__Spirochaetota"	84	17	76.16	0.535378498453144	1.63279938977879
"XiaWC_2022_W-30__bin.25"	1933483	1867	"p__Bacteroidota"	94	20	58.88	0.363232339788333	1.41220442410374
"XiaWC_2022_W-30__bin.28"	2197534	2163	"p__Bacillota_A"	135	18	81.06	0.577850463304046	1.0976353928299
"XiaWC_2022_W-30__bin.33"	3057555	2901	"p__Bacillota"	183	29	93.49	0.53793023396645	2.09855072463768
"XiaWC_2022_W-30__bin.34"	3315184	3467	"p__Pseudomonadota"	202	27	82.2	0.47657178640969	2.09656750572082
"XiaWC_2022_W-30__bin.36"	2358336	2314	"p__Pseudomonadota"	172	28	99.98	0.461459881608215	3.51792524790236
"XiaWC_2022_W-30__bin.38"	2260826	1959	"p__Bacteroidota"	86	21	99.6	0.500569371051845	1.8419527078566
"XiaWC_2022_W-30__bin.40"	1206739	1335	"p__Bacillota"	104	17	51.72	0.524951868278003	2.92341723874905
"XiaWC_2022_W-30__bin.43"	1737116	1702	"p__Pseudomonadota"	92	23	96.43	0.453109061595196	1.88039664378337
"XiaWC_2022_W-30__bin.44"	2848849	2786	"p__Bacillota"	145	20	81.96	0.52730080943162	1.906941266209
"XiaWC_2022_W-30__bin.5"	1946529	1931	"p__Bacillota"	175	26	83.21	0.526191732595366	2.75957284515637
"XiaWC_2022_W-30__bin.7"	1706503	1875	"p__Pseudomonadota"	141	27	54.96	0.437092865343161	2.52616323417239
"XiaWC_2022_W-42__bin.11"	6557042	5867	"p__Pseudomonadota"	207	35	90.14	0.432202874078449	2.95026697177727
"XiaWC_2022_W-42__bin.12"	3657196	3353	"p__Pseudomonadota"	173	35	90.84	0.4666424916084	3.70175438596491
"XiaWC_2022_W-42__bin.14"	4861683	5158	"p__Pseudomonadota"	233	34	63.67	0.443466655944812	3.33714721586575
"XiaWC_2022_W-42__bin.15"	4178301	3794	"p__Bacteroidota"	128	34	87.37	0.433316322470249	4.15987795575896
"XiaWC_2022_W-42__bin.17"	2215321	2173	"p__Bacteroidota"	124	19	64.01	0.491384635495837	3.14950419527079
"XiaWC_2022_W-42__bin.18"	3227633	3182	"p__Bacillota"	193	32	83.55	0.494886035029598	2.76170861937452
"XiaWC_2022_W-42__bin.19"	6403501	5758	"p__Pseudomonadota"	253	47	98.35	0.436539416280406	4.02395118230358
"XiaWC_2022_W-42__bin.21"	7590841	6592	"p__Bacteroidota"	194	34	93.19	0.457761418036199	3.94630053394355
"XiaWC_2022_W-42__bin.22"	1572192	1568	"p__Actinomycetota"	122	25	58.94	0.553836092797132	2.40564454614798
"XiaWC_2022_W-42__bin.23"	1626677	1489	"p__Actinomycetota"	101	18	79.44	0.535944692305655	2.33363844393593
"XiaWC_2022_W-42__bin.25"	2879290	2855	"p__Pseudomonadota"	161	31	96.26	0.446787381747985	2.5116704805492
"XiaWC_2022_W-42__bin.2"	2182421	1760	"p__Bacteroidota"	101	22	99.55	0.518483898284377	1.64530892448513
"XiaWC_2022_W-42__bin.5"	3074920	2645	"p__Bacteroidota"	146	27	99.41	0.442447021901114	2.5859649122807
"XiaWC_2022_W-42__bin.6"	2510707	2610	"p__Bacteroidota"	118	24	69.74	0.470827618386516	2.82486651411137
"XiaWC_2022_W-42__bin.8"	2655723	3010	"p__Pseudomonadota"	143	24	88.01	0.438441585392353	2.70175438596491
"XiaWC_2022_W-42__bin.9"	4575734	4319	"p__Pseudomonadota"	284	51	77.95	0.349309811981471	2.9490465293669
"XiaWC_2022_W-7__bin.10"	2678273	2715	"p__Actinomycetota"	149	17	83.95	0.471652176408711	1.55621662852784
"XiaWC_2022_W-7__bin.16"	4619547	4285	"p__Pseudomonadota"	258	49	98.38	0.353907012615437	2.079176201373
"XiaWC_2022_W-7__bin.20"	1290877	1242	"p__Bacillota_A"	90	18	51.68	0.530439093880471	1.95392829900839
